,song_title,lyric_pair
798,"Styrofoam Boots/It’s All Nice on Ice, Alright",My feet afloat like Christ's || I'm in heaven trying to figure out which stack
799,"Styrofoam Boots/It’s All Nice on Ice, Alright",I'm in heaven trying to figure out which stack || They're going to stuff us Atheists into
800,"Styrofoam Boots/It’s All Nice on Ice, Alright",They're going to stuff us Atheists into || And Peter and his monkey laugh and I'll laugh with them
801,"Styrofoam Boots/It’s All Nice on Ice, Alright",And Peter and his monkey laugh and I'll laugh with them || I'm not sure what at
802,"Styrofoam Boots/It’s All Nice on Ice, Alright",I'm not sure what at || They point and say:
803,"Styrofoam Boots/It’s All Nice on Ice, Alright","They point and say: || ""We'll keep you in the back,"""
804,"Styrofoam Boots/It’s All Nice on Ice, Alright","""We'll keep you in the back,"" || Polishing halos, baking manna and gas"
805,"Styrofoam Boots/It’s All Nice on Ice, Alright","Polishing halos, baking manna and gas || Well, some guy comes in looking a bit like everyone I ever seen"
806,"Styrofoam Boots/It’s All Nice on Ice, Alright","Well, some guy comes in looking a bit like everyone I ever seen || He moves just like Crisco disco"
807,"Styrofoam Boots/It’s All Nice on Ice, Alright",He moves just like Crisco disco || Breathin' a hundred percent Listerine
808,"Styrofoam Boots/It’s All Nice on Ice, Alright",Breathin' a hundred percent Listerine || He says looking at something else but directing everything to me
809,"Styrofoam Boots/It’s All Nice on Ice, Alright","He says looking at something else but directing everything to me || ""Any time anyone gets on their knees to pray"
810,"Styrofoam Boots/It’s All Nice on Ice, Alright","""Any time anyone gets on their knees to pray || Well, it makes my telephone ring"" and I'll be damned"
811,"Styrofoam Boots/It’s All Nice on Ice, Alright","Well, it makes my telephone ring"" and I'll be damned || He said, ""You were right, no one's running this whole thing"""
812,"Styrofoam Boots/It’s All Nice on Ice, Alright","He said, ""You were right, no one's running this whole thing"" || He had a theory, too"
813,"Styrofoam Boots/It’s All Nice on Ice, Alright","He had a theory, too || He said that God takes care of himself, God takes care of himself"
814,"Styrofoam Boots/It’s All Nice on Ice, Alright","He said that God takes care of himself, God takes care of himself || And you of you"
815,"Styrofoam Boots/It’s All Nice on Ice, Alright","And you of you || He said that God takes care of himself, God takes care of himself"
816,"Styrofoam Boots/It’s All Nice on Ice, Alright","He said that God takes care of himself, God takes care of himself || And you of you"
817,"Styrofoam Boots/It’s All Nice on Ice, Alright","And you of you || He said that God takes care of himself, God takes care of himself"
818,"Styrofoam Boots/It’s All Nice on Ice, Alright","He said that God takes care of himself, God takes care of himself || And you of you"
819,"Styrofoam Boots/It’s All Nice on Ice, Alright","And you of you || It's all nice, it's all nice"
820,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice, it's all nice || It's all nice on ice, alright"
821,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || It's all nice, it's all nice"
822,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice, it's all nice || It's all nice on ice On ice"
823,"Styrofoam Boots/It’s All Nice on Ice, Alright",It's all nice on ice On ice || On ice
824,"Styrofoam Boots/It’s All Nice on Ice, Alright","On ice || It's all nice, it's all nice"
825,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice, it's all nice || It's all nice on ice, alright"
826,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || I said it's all nice, it's all nice"
827,"Styrofoam Boots/It’s All Nice on Ice, Alright","I said it's all nice, it's all nice || It's all nice on ice, alright"
828,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || I said it's not day and it ain't night"
829,"Styrofoam Boots/It’s All Nice on Ice, Alright","I said it's not day and it ain't night || It's all nice on ice, alright"
830,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || Alright"
831,"Styrofoam Boots/It’s All Nice on Ice, Alright","Alright || It's all nice, it's all nice"
832,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice, it's all nice || It's all nice on ice, alright"
833,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || It's all nice, it's all nice"
834,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice, it's all nice || It's all nice on ice, alright"
835,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || It's all nice, it's all nice, it's all nice, it's all nice"
836,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice, it's all nice, it's all nice, it's all nice || It's all nice, it's all nice, it's all nice on ice"
837,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice, it's all nice, it's all nice on ice || It's all nice on ice, alright"
838,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || It's all nice"
839,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice || It's all nice on ice, alright"
840,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || It's all nice on ice, alright"
841,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || It's all nice, it's all nice"
842,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice, it's all nice || It's all nice on ice, alright"
843,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || Well, it's all nice, it's all nice"
844,"Styrofoam Boots/It’s All Nice on Ice, Alright","Well, it's all nice, it's all nice || It's all nice on ice, alright"
845,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || Now it's all nice, it's all nice"
846,"Styrofoam Boots/It’s All Nice on Ice, Alright","Now it's all nice, it's all nice || It's all nice on ice, alright"
847,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || It's all nice, it's all nice"
848,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice, it's all nice || It's all nice on ice, alright"
849,"Styrofoam Boots/It’s All Nice on Ice, Alright","It's all nice on ice, alright || ""One, two, three"
850,"Styrofoam Boots/It’s All Nice on Ice, Alright","""One, two, three || Four"""
851,The Good Times Are Killing Me,Yeah dah dah dah dah... Is there an ashtray in here? || -Can we smoke in here?
852,The Good Times Are Killing Me,"-Can we smoke in here? || -Yeah, Eric said it was in his pockets"
853,The Good Times Are Killing Me,"-Yeah, Eric said it was in his pockets || The good times... Yeah!"
854,The Good Times Are Killing Me,The good times... Yeah! || Who needs the good times?
855,The Good Times Are Killing Me,Who needs the good times? || The good times are killing me
856,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
857,The Good Times Are Killing Me,The good times are killing me || Here we go
858,The Good Times Are Killing Me,"Here we go || Got dirt, got air, got water"
859,The Good Times Are Killing Me,"Got dirt, got air, got water || And I know you can carry on"
860,The Good Times Are Killing Me,And I know you can carry on || Shrugged off shortsighted false excitement
861,The Good Times Are Killing Me,Shrugged off shortsighted false excitement || And oh what can I say?
862,The Good Times Are Killing Me,"And oh what can I say? || Have one, have twenty more ""one mores"""
863,The Good Times Are Killing Me,"Have one, have twenty more ""one mores"" || And oh it does not relent"
864,The Good Times Are Killing Me,And oh it does not relent || The good times are killing me
865,The Good Times Are Killing Me,"The good times are killing me || Kick butt, buzz-cut dickheads"
866,The Good Times Are Killing Me,"Kick butt, buzz-cut dickheads || Who didn't like what I said"
867,The Good Times Are Killing Me,Who didn't like what I said || The good times are killing me
868,The Good Times Are Killing Me,"The good times are killing me || Jaws clenched tight, we talked all night"
869,The Good Times Are Killing Me,"Jaws clenched tight, we talked all night || Oh but what the hell did we say?"
870,The Good Times Are Killing Me,Oh but what the hell did we say? || The good times are killing me
871,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
872,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
873,The Good Times Are Killing Me,The good times are killing me || Fed up with all that LSD
874,The Good Times Are Killing Me,Fed up with all that LSD || Need more sleep than coke or methamphetamines
875,The Good Times Are Killing Me,"Need more sleep than coke or methamphetamines || Late nights with warm, warm whiskey"
876,The Good Times Are Killing Me,"Late nights with warm, warm whiskey || I guess the good times they were all just killing me"
877,The Good Times Are Killing Me,"I guess the good times they were all just killing me || Got dirt, got air, got water"
878,The Good Times Are Killing Me,"Got dirt, got air, got water || And I know you can carry on"
879,The Good Times Are Killing Me,And I know you can carry on || The good times are killing me
880,The Good Times Are Killing Me,The good times are killing me || Enough hair of the dog to make myself an entire rug
881,The Good Times Are Killing Me,Enough hair of the dog to make myself an entire rug || The good times are killing me
882,The Good Times Are Killing Me,"The good times are killing me || Have one, have twenty more ""one mores"""
883,The Good Times Are Killing Me,"Have one, have twenty more ""one mores"" || And oh it does not relent"
884,The Good Times Are Killing Me,And oh it does not relent || The good times are killing me
885,The Good Times Are Killing Me,"The good times are killing me || Shit-kicker, city slickers who all wanted me dead"
886,The Good Times Are Killing Me,"Shit-kicker, city slickers who all wanted me dead || The good times are killing me"
887,The Good Times Are Killing Me,The good times are killing me || Get sucked in and stuck in late nights
888,The Good Times Are Killing Me,Get sucked in and stuck in late nights || With more folks that I don't know
889,The Good Times Are Killing Me,With more folks that I don't know || The good times are killing me
890,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
891,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
892,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
893,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
894,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
895,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
896,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
897,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
898,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
899,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
900,The Good Times Are Killing Me,The good times are killing me || The good times are killing me
901,Baby Blue Sedan,A nice heart and a white suit and a baby blue sedan || And I am doing the best that I can
902,Baby Blue Sedan,"And I am doing the best that I can || All the eunuchs, they were standing in rows"
903,Baby Blue Sedan,"All the eunuchs, they were standing in rows || Singing, ""Please stud us out just as fast as you possibly can"""
904,Baby Blue Sedan,"Singing, ""Please stud us out just as fast as you possibly can"" || Sad song, last dance, and no one knows who the band was"
905,Baby Blue Sedan,"Sad song, last dance, and no one knows who the band was || And Henry, you danced like a wooden Indian"
906,Baby Blue Sedan,"And Henry, you danced like a wooden Indian || She said this one mattered and I felt it had a spirit"
907,Baby Blue Sedan,She said this one mattered and I felt it had a spirit || And I shot the stork 'cause I didn't hear it that way
908,Baby Blue Sedan,And I shot the stork 'cause I didn't hear it that way || And it's hard to be a human being
909,Baby Blue Sedan,And it's hard to be a human being || And it's harder as anything else
910,Baby Blue Sedan,And it's harder as anything else || And I'm lonesome when you're around
911,Baby Blue Sedan,And I'm lonesome when you're around || And I'm never lonesome when I'm by myself
912,Baby Blue Sedan,And I'm never lonesome when I'm by myself || And I miss you when you're around
913,Baby Blue Sedan,And I miss you when you're around || And I miss you when you're around
914,Baby Blue Sedan,And I miss you when you're around || And I miss you when you're around
915,Baby Blue Sedan,And I miss you when you're around || A nice heart and a white suit and a baby blue sedan
916,Baby Blue Sedan,A nice heart and a white suit and a baby blue sedan || And I am doing the best that I can
917,Baby Blue Sedan,"And I am doing the best that I can || All the eunuchs, they were standing in rows"
918,Baby Blue Sedan,"All the eunuchs, they were standing in rows || Singing, ""Please stud us out just as fast as you possibly can"""
919,Baby Blue Sedan,"Singing, ""Please stud us out just as fast as you possibly can"" || Sad song, last dance, and no one knows who the band was"
920,Baby Blue Sedan,"Sad song, last dance, and no one knows who the band was || And Henry, you danced like a wooden Indian"
921,Baby Blue Sedan,"And Henry, you danced like a wooden Indian || And it's hard to be a human being"
922,Baby Blue Sedan,And it's hard to be a human being || And it's harder as anything else
923,Baby Blue Sedan,And it's harder as anything else || And I'm lonesome when you're around
924,Baby Blue Sedan,And I'm lonesome when you're around || And I'm never lonesome when I'm by myself
925,Baby Blue Sedan,And I'm never lonesome when I'm by myself || And I miss you when you're around
926,Baby Blue Sedan,And I miss you when you're around || And I miss you when you're around
927,Baby Blue Sedan,And I miss you when you're around || And I miss you when you're around
928,Baby Blue Sedan,And I miss you when you're around || A nice heart and a white suit and a baby blue sedan
929,Baby Blue Sedan,A nice heart and a white suit and a baby blue sedan || A nice heart and a white suit and a baby blue sedan
930,Baby Blue Sedan,A nice heart and a white suit and a baby blue sedan || A nice heart and a white suit and a baby blue sedan
931,Baby Blue Sedan,A nice heart and a white suit and a baby blue sedan || A nice heart and a white suit and a baby blue sedan
932,Baby Blue Sedan,A nice heart and a white suit and a baby blue sedan || A nice heart and a white suit and a baby blue sedan
933,Lounge (Closing Time),She was going with a cinematographer || Everyone knew that he was really a pornographer
934,Lounge (Closing Time),Everyone knew that he was really a pornographer || They went down to the dance and grind
935,Lounge (Closing Time),They went down to the dance and grind || And everybody was feeling fine
936,Lounge (Closing Time),And everybody was feeling fine || She was talking with a syllable lisp
937,Lounge (Closing Time),She was talking with a syllable lisp || And everybody she knew was gonna get the twist
938,Lounge (Closing Time),And everybody she knew was gonna get the twist || And they all went down and did the porcupine
939,Lounge (Closing Time),And they all went down and did the porcupine || And everybody was feeling high
940,Lounge (Closing Time),And everybody was feeling high || You are so hot
941,Lounge (Closing Time),You are so hot || I would like to steal your digits
942,Lounge (Closing Time),I would like to steal your digits || And I'm so hung up on it
943,Lounge (Closing Time),And I'm so hung up on it || I would like to move away from it
944,Lounge (Closing Time),I would like to move away from it || We are so caught up with things
945,Lounge (Closing Time),We are so caught up with things || We should pull each other's triggers
946,Lounge (Closing Time),We should pull each other's triggers || And I'm off
947,Lounge (Closing Time),And I'm off || She was going with a cinematographer
948,Lounge (Closing Time),She was going with a cinematographer || Everyone knew that he was really a pornographer
949,Lounge (Closing Time),Everyone knew that he was really a pornographer || They went down to the dance and grind
950,Lounge (Closing Time),They went down to the dance and grind || And everybody was feeling fine
951,Lounge (Closing Time),And everybody was feeling fine || She was talking with a syllable lisp
952,Lounge (Closing Time),She was talking with a syllable lisp || And everybody she knew was gonna get the twist
953,Lounge (Closing Time),And everybody she knew was gonna get the twist || And they all went down and did the porcupine
954,Lounge (Closing Time),And they all went down and did the porcupine || And everybody was feeling high
955,Lounge (Closing Time),And everybody was feeling high || You thought you were smokin'
956,Lounge (Closing Time),You thought you were smokin' || I've got a girlfriend out of the city
957,Lounge (Closing Time),"I've got a girlfriend out of the city || I know I like her, I think she is pretty"
958,Lounge (Closing Time),"I know I like her, I think she is pretty || I've got a girlfriend out of the city"
959,Lounge (Closing Time),"I've got a girlfriend out of the city || I know I like her, I think she is pretty"
960,Lounge (Closing Time),"I know I like her, I think she is pretty || I've got a girlfriend out of the city"
961,Lounge (Closing Time),"I've got a girlfriend out of the city || I know I like her, I think she is pretty"
962,Lounge (Closing Time),"I know I like her, I think she is pretty || I've got a girlfriend out of the city"
963,Lounge (Closing Time),"I've got a girlfriend out of the city || I know I like her, I think she is pretty"
964,Lounge (Closing Time),"I know I like her, I think she is pretty || Last call"
965,Lounge (Closing Time),"Last call || It's closing time, it's closing"
966,Lounge (Closing Time),"It's closing time, it's closing || It's closing time"
967,Lounge (Closing Time),"It's closing time || It's closing time, it's closing"
968,Lounge (Closing Time),"It's closing time, it's closing || It's closing time"
969,Lounge (Closing Time),It's closing time || It's closing time
970,Lounge (Closing Time),"It's closing time || I'm on the road to God, don't know"
971,Lounge (Closing Time),"I'm on the road to God, don't know || My brain's the burger and my heart's the charcoal"
972,Lounge (Closing Time),"My brain's the burger and my heart's the charcoal || I'm on the road to God, don't know"
973,Lounge (Closing Time),"I'm on the road to God, don't know || My brain's the burger and my heart is the charcoal"
974,Lounge (Closing Time),My brain's the burger and my heart is the charcoal || It's closing time
975,Lounge (Closing Time),It's closing time || It's closing time
976,Doin’ the Cockroach,"I was in heaven, I was in hell || Believe in neither, but fear them as well"
977,Doin’ the Cockroach,"Believe in neither, but fear them as well || This one's a doctor, this one's a lawyer"
978,Doin’ the Cockroach,"This one's a doctor, this one's a lawyer || This one's a cash thief, taking your money"
979,Doin’ the Cockroach,"This one's a cash thief, taking your money || Back in the Metro, ride on a Greyhound"
980,Doin’ the Cockroach,"Back in the Metro, ride on a Greyhound || Drunk on the Amtrak, please shut up"
981,Doin’ the Cockroach,"Drunk on the Amtrak, please shut up || Another rider, he was a talker"
982,Doin’ the Cockroach,"Another rider, he was a talker || Talking about TV, please shut up"
983,Doin’ the Cockroach,"Talking about TV, please shut up || This one's a crazer, daydreaming disaster"
984,Doin’ the Cockroach,"This one's a crazer, daydreaming disaster || The origin of junk food, rutting through garbage"
985,Doin’ the Cockroach,"The origin of junk food, rutting through garbage || Tasty but worthless, dogs eat their own shit"
986,Doin’ the Cockroach,"Tasty but worthless, dogs eat their own shit || We're doing the cockroach, yeah"
987,Doin’ the Cockroach,"We're doing the cockroach, yeah || Doin' the cockroach, yeah"
988,Doin’ the Cockroach,"Doin' the cockroach, yeah || Doin' the cockroach, yeah, yeah"
989,Doin’ the Cockroach,"Doin' the cockroach, yeah, yeah || All right, not bad"
990,Doin’ the Cockroach,"All right, not bad || Doin' the cockroach, yeah"
991,Doin’ the Cockroach,"Doin' the cockroach, yeah || Doin' the cockroach, yeah, yeah"
992,Doin’ the Cockroach,"Doin' the cockroach, yeah, yeah || All right, not bad"
993,Doin’ the Cockroach,"All right, not bad || Doin' the cockroach, yeah"
994,Doin’ the Cockroach,"Doin' the cockroach, yeah || Doin' the cockroach, yeah, yeah"
995,Doin’ the Cockroach,"Doin' the cockroach, yeah, yeah || All right, not bad, not bad, go"
996,Doin’ the Cockroach,"All right, not bad, not bad, go || One year, twenty years, forty years"
997,Doin’ the Cockroach,"One year, twenty years, forty years || Fifty years down the road in your life"
998,Doin’ the Cockroach,"Fifty years down the road in your life || You'll look in the mirror and say, ""My parents are still alive"""
999,Doin’ the Cockroach,"You'll look in the mirror and say, ""My parents are still alive"" || You move your mouth, you shake your tongue"
1000,Doin’ the Cockroach,"You move your mouth, you shake your tongue || You vibrate my eardrums"
1001,Doin’ the Cockroach,You vibrate my eardrums || You're saying words but you know I ain't listening
1002,Doin’ the Cockroach,You're saying words but you know I ain't listening || You're walking down the street
1003,Doin’ the Cockroach,"You're walking down the street || Your face, your lips, your hips, your eyes, they meet"
1004,Doin’ the Cockroach,"Your face, your lips, your hips, your eyes, they meet || You're not hungry though"
1005,Doin’ the Cockroach,"You're not hungry though || Well, late last winter, down below the equator"
1006,Doin’ the Cockroach,"Well, late last winter, down below the equator || They had a summer that would make you blister"
1007,Doin’ the Cockroach,"They had a summer that would make you blister || Oh, my mind is all made up, so I'll have to sleep in it"
1008,Doin’ the Cockroach,"Oh, my mind is all made up, so I'll have to sleep in it || Well, late last winter, down below the equator"
1009,Doin’ the Cockroach,"Well, late last winter, down below the equator || They had a summer that would make you blister"
1010,Doin’ the Cockroach,"They had a summer that would make you blister || Oh, my mind is all made up, so I'll have to sleep in it"
1011,Doin’ the Cockroach,"Oh, my mind is all made up, so I'll have to sleep in it || Well, late last winter"
1012,Doin’ the Cockroach,"Well, late last winter || Down below the equator"
1013,Doin’ the Cockroach,Down below the equator || They had a summer that would
1014,Doin’ the Cockroach,They had a summer that would || Make you blister
1015,Doin’ the Cockroach,"Make you blister || And oh, my mind is all"
1016,Doin’ the Cockroach,"And oh, my mind is all || Oh, my mind is all"
1017,Doin’ the Cockroach,"Oh, my mind is all || Oh, my mind is all made up so I'll have to sleep in it"
1018,Dark Center of the Universe,I might disintegrate into the thin air if you'd like || I'm not the dark center of the universe like you thought
1019,Dark Center of the Universe,I'm not the dark center of the universe like you thought || And I might disintegrate into the thin air if you'd like
1020,Dark Center of the Universe,And I might disintegrate into the thin air if you'd like || And I'm not the dark center of the universe like you thought
1021,Dark Center of the Universe,"And I'm not the dark center of the universe like you thought || Well, it took a lot of work to be the ass that I am"
1022,Dark Center of the Universe,"Well, it took a lot of work to be the ass that I am || And I'm real damn sure that anyone can"
1023,Dark Center of the Universe,"And I'm real damn sure that anyone can || Equally, easily fuck you over"
1024,Dark Center of the Universe,"Equally, easily fuck you over || Well, God said something but didn't mean it"
1025,Dark Center of the Universe,"Well, God said something but didn't mean it || Everyone's life ends but no one ever completes it"
1026,Dark Center of the Universe,"Everyone's life ends but no one ever completes it || Dry or wet ice, they both melt and you're equally cheated"
1027,Dark Center of the Universe,"Dry or wet ice, they both melt and you're equally cheated || Well, it took a lot of work to be the ass that I am"
1028,Dark Center of the Universe,"Well, it took a lot of work to be the ass that I am || And I'm real damn sure that anyone can"
1029,Dark Center of the Universe,"And I'm real damn sure that anyone can || Equally, easily fuck you over"
1030,Dark Center of the Universe,"Equally, easily fuck you over || Well an endless ocean landing on an endless desert"
1031,Dark Center of the Universe,"Well an endless ocean landing on an endless desert || Well it's funny as hell, but no one laughs when they get there"
1032,Dark Center of the Universe,"Well it's funny as hell, but no one laughs when they get there || If you can't see the thin air then why the hell should you care?"
1033,Dark Center of the Universe,"If you can't see the thin air then why the hell should you care? || Well, it took a lot of work to be the ass that I am"
1034,Dark Center of the Universe,"Well, it took a lot of work to be the ass that I am || And I'm real damn sure that anyone can"
1035,Dark Center of the Universe,"And I'm real damn sure that anyone can || Equally, easily fuck you over"
1036,Dark Center of the Universe,"Equally, easily fuck you over || Well I'm sure you tell me you got nothing to say"
1037,Dark Center of the Universe,Well I'm sure you tell me you got nothing to say || But our voices shook hands the other day
1038,Dark Center of the Universe,But our voices shook hands the other day || If you can't see the thin air then what the hell is in the way?
1039,Dark Center of the Universe,If you can't see the thin air then what the hell is in the way? || I might disintegrate into the thin air if you'd like
1040,Dark Center of the Universe,I might disintegrate into the thin air if you'd like || And I'm not the dark center of the universe like you thought
1041,Dark Center of the Universe,"And I'm not the dark center of the universe like you thought || Well, it took a lot of work to be the ass that I am"
1042,Dark Center of the Universe,"Well, it took a lot of work to be the ass that I am || And I'm real damn sure that anyone can"
1043,Dark Center of the Universe,"And I'm real damn sure that anyone can || Equally, easily fuck you over"
1044,Dark Center of the Universe,"Equally, easily fuck you over || Well an endless ocean landing on an endless desert"
1045,Dark Center of the Universe,"Well an endless ocean landing on an endless desert || Well it's funny as hell, but no one laughs when they get there"
1046,Dark Center of the Universe,"Well it's funny as hell, but no one laughs when they get there || If you can't see the thin air then why the hell should you care?"
1047,Dark Center of the Universe,"If you can't see the thin air then why the hell should you care? || Well, it took a lot of work to be the ass that I am"
1048,Dark Center of the Universe,"Well, it took a lot of work to be the ass that I am || And I'm real damn sure that anyone can"
1049,Dark Center of the Universe,"And I'm real damn sure that anyone can || Equally, easily fuck you over"
1050,Dark Center of the Universe,"Equally, easily fuck you over || Well, God said something but didn't mean it"
1051,Dark Center of the Universe,"Well, God said something but didn't mean it || Everyone's life ends but no one ever completes it"
1052,Dark Center of the Universe,"Everyone's life ends but no one ever completes it || Dry or wet ice, they both melt and you're equally cheated"
1053,Dark Center of the Universe,"Dry or wet ice, they both melt and you're equally cheated || Well, it took a lot of work to be the ass that I am"
1054,Dark Center of the Universe,"Well, it took a lot of work to be the ass that I am || And I'm real damn sure that anyone can"
1055,Dark Center of the Universe,"And I'm real damn sure that anyone can || Equally, easily fuck you over"
1056,Dark Center of the Universe,"Equally, easily fuck you over || Well I'm sure you tell me you got nothing to say"
1057,Dark Center of the Universe,Well I'm sure you tell me you got nothing to say || But our voices shook hands the other day
1058,Dark Center of the Universe,But our voices shook hands the other day || If you can't see the thin air then what the hell is in the way?
1059,Custom Concern,The custom concern for the people || Build up the monuments and steeples to wear out our eyes
1060,Custom Concern,Build up the monuments and steeples to wear out our eyes || I get up just about noon
1061,Custom Concern,I get up just about noon || My head sends a message for me to reach for my shoes and then walk
1062,Custom Concern,"My head sends a message for me to reach for my shoes and then walk || Gotta go to work, gotta go to work, gotta have a job"
1063,Custom Concern,"Gotta go to work, gotta go to work, gotta have a job || Goes through the parking lot fields"
1064,Custom Concern,Goes through the parking lot fields || Didn't see no signs that they would yield and then thought
1065,Custom Concern,"Didn't see no signs that they would yield and then thought || This'll never end, this'll never end, this'll never stop"
1066,Custom Concern,"This'll never end, this'll never end, this'll never stop || Message read on the bathroom wall"
1067,Custom Concern,"Message read on the bathroom wall || Said, ""I don't feel at all like I fall"""
1068,Custom Concern,"Said, ""I don't feel at all like I fall"" || And we're losing all touch, losing all touch, building a desert"
1069,Polar Opposites,Polar opposites don't push away || It's the same on the weekends as the rest of the days
1070,Polar Opposites,It's the same on the weekends as the rest of the days || And I know I should go but I will probably stay
1071,Polar Opposites,And I know I should go but I will probably stay || And that's all you can do about some things
1072,Polar Opposites,"And that's all you can do about some things || I'm tryin', I'm tryin' to"
1073,Polar Opposites,"I'm tryin', I'm tryin' to || Drink away the part of the day that I cannot sleep away"
1074,Polar Opposites,"Drink away the part of the day that I cannot sleep away || I'm tryin', I'm tryin' to"
1075,Polar Opposites,"I'm tryin', I'm tryin' to || Drink away the part of the day that I cannot sleep away"
1076,Polar Opposites,"Drink away the part of the day that I cannot sleep away || Two one-eyed dogs, they're looking at stereos"
1077,Polar Opposites,"Two one-eyed dogs, they're looking at stereos || Hi-fi Gods try so hard to make their cars low to the ground"
1078,Polar Opposites,Hi-fi Gods try so hard to make their cars low to the ground || These vibrations oil its teeth
1079,Polar Opposites,These vibrations oil its teeth || Primer gray is the color when you're done dying
1080,Polar Opposites,"Primer gray is the color when you're done dying || I'm tryin', I'm tryin' to"
1081,Polar Opposites,"I'm tryin', I'm tryin' to || Drink away the part of the day that I cannot sleep away"
1082,Polar Opposites,"Drink away the part of the day that I cannot sleep away || I'm tryin', I'm tryin' to"
1083,Polar Opposites,"I'm tryin', I'm tryin' to || Drink away the part of the day that I cannot sleep away"
1084,Broke,"Broke account, so I broke a sweat || I've bought some things that I'll sort of regret about now"
1085,Broke,"I've bought some things that I'll sort of regret about now || Broke your glasses, but it broke the ice"
1086,Broke,"Broke your glasses, but it broke the ice || You said that I was an asshole and I'd paid the price"
1087,Broke,You said that I was an asshole and I'd paid the price || Broken hearts want broken necks
1088,Broke,"Broken hearts want broken necks || I've done some things that I want to forget, but I can't"
1089,Broke,"I've done some things that I want to forget, but I can't || Broke my pace and ran out of time"
1090,Broke,Broke my pace and ran out of time || Sometimes I'm so full of shit that it should be a crime
1091,Broke,Sometimes I'm so full of shit that it should be a crime || Broke a promise 'cause my car broke down
1092,Broke,"Broke a promise 'cause my car broke down || Such a classic excuse, it should be bronze by now"
1093,Broke,"Such a classic excuse, it should be bronze by now || Broke up and I'm relieved somehow"
1094,Broke,Broke up and I'm relieved somehow || It's the end of the discussions that just go round and round
1095,Broke,"It's the end of the discussions that just go round and round || And round, and round, and round, and round"
1096,Broke,"And round, and round, and round, and round || And round, and round, it shouldn't have been anyway"
1097,Broke,"And round, and round, it shouldn't have been anyway || No way, no way, that's right, that's right"
1098,Broke,"No way, no way, that's right, that's right || Uh oh, uh oh, uh oh, uh oh no"
1099,Broke,"Uh oh, uh oh, uh oh, uh oh no || Uh oh, uh oh, uh oh, uh oh no"
1100,Broke,"Uh oh, uh oh, uh oh, uh oh no || Uh oh, uh oh, uh oh, uh oh no"
1101,Broke,"Uh oh, uh oh, uh oh, uh oh no || It was like everything was evidence of broken time"
1102,Broke,"It was like everything was evidence of broken time || You're living on fancy wine, you'll drink that turpentine"
1103,Broke,"You're living on fancy wine, you'll drink that turpentine || You're starting conversations, you don't even know the topic"
1104,Little Motel,I hope that you like it in your little motel || And I hope that the suite sleeps and suits you well
1105,Little Motel,"And I hope that the suite sleeps and suits you well || Well, I can see it as time and a sight through smell and"
1106,Little Motel,"Well, I can see it as time and a sight through smell and || That's why it's nice to be by yourself"
1107,Little Motel,That's why it's nice to be by yourself || 'Cause that's what I'm waiting for
1108,Little Motel,'Cause that's what I'm waiting for || That's what I'm waiting for
1109,Little Motel,"That's what I'm waiting for || That's what I'm waiting for, aren't I?"
1110,Little Motel,"That's what I'm waiting for, aren't I? || That's what I'm waiting for"
1111,Little Motel,That's what I'm waiting for || That's what I'm waiting for
